filename,standard_name,standard_code,otf,tf,td
file_127776.pdf,Системный программист,06.028,«Разработка операционных систем»,Трудовая функция,"Отладка разрабатываемых компонентов Уровень; Наименование Код C/05.7 7; операционной системы квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Уточнение структуры компонентов операционных систем и системы в; целом; Уточнение блок-схемы разрабатываемых компонентов операционных; систем и системы в целом; Отладка системы многозадачного и многопользовательского режимов; Отладка системы безопасности разрабатываемых компонентов; операционных систем и системы в целом; Настройка системы резервного копирования; Отладка системы поддержки транзакционных механизмов; Коррекция системы администрирования; Отладка системы масштабируемости разрабатываемых компонентов; операционных систем и системы в целом; Отладка системы контроля целостности разрабатываемых компонентов; операционных систем и системы в целом; Отладка исходного кода разрабатываемых компонентов операционных; систем и системы в целом на языке программирования, определенном в; техническом задании; на разработку операционной системы, для написания программного кода; Выявлять ошибки в программном коде; Применять методы и приемы отладки программного кода; Оценивать вычислительную сложность алгоритма функционирования; разрабатываемых компонентов операционной системы; Проверять соответствие выполненных работ требованиям проектной; документации; Применять нормативно-техническую документацию при использовании; операционной системы; Осуществлять подготовку и сохранение резервных копий операционной; системы; выбранного языка программирования; Методики тестирования разрабатываемых операционных систем; Методы обработки данных; Методы повышения надежности работы операционных систем; Основные структуры данных; Конструкции распределенного и параллельного программирования; Способы и механизмы управления данными; Принципы организации, состав и схемы работы операционных систем; Принципы управления ресурсами; Методы организации файловых систем; Принципы построения сетевого взаимодействия; Основы архитектуры, устройства и функционирования вычислительных; систем; Устройство и принципы функционирования информационных систем; Английский язык на уровне чтения технической документации в области; информационных и компьютерных технологий; Современные стандарты информационного взаимодействия систем; Локальные нормативные правовые акты, действующие в организации; Особые условия допуска к -; работе; Другие характеристики -; 3.3.6."
file_127776.pdf,Системный программист,06.028,«Разработка операционных систем»,Трудовая функция,"Документирование разрабатываемой Уровень; Наименование Код C/06.7 7; операционной системы квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Оформление исходного кода в соответствии с технологией системного; программирования; Написание комментариев к исходным программным компонентам; операционной системы; Написание технической документации в соответствии с правилами проекта; по разработке операционной системы; Оформление программной документации в соответствии с требованиями; ЕСПД; Запись всех значимых результатов работ в систему контроля версий; операционной системы; Оформлять документацию при помощи программных средств; Вести эксплуатационную документацию по разработке операционной; системы; Вести технологическую документацию по разработке операционной; системы; Подготавливать заявки на получение свидетельства о государственной; регистрации программы для электронных вычислительных машин в; федеральные патентные органы; технологией системного программирования; Принципы управления версиями программного обеспечения; Порядок управления версиями в текущем проекте по разработке; операционной системы; Специальная терминология в области разработки операционных систем; Основные структуры данных; Конструкции распределенного и параллельного программирования; Принципы организации, состав и схемы работы операционных систем; Принципы построения сетевого взаимодействия; Основные модели данных и их организация; Основы программирования; Основы архитектуры, устройства и функционирования вычислительных; систем; Архитектура и принципы функционирования коммуникационного; оборудования; Устройство и принципы функционирования информационных систем; Стандарты информационного взаимодействия систем; Принципы организации инфраструктуры информационных технологий; Английский язык на уровне чтения технической документации по; информационным и компьютерным технологиям; Локальные нормативные правовые акты, действующие в организации; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -; 3.3.7."
file_127776.pdf,Системный программист,06.028,«Разработка операционных систем»,Трудовая функция,"Сопровождение созданной Уровень; Наименование Код C/07.7 7; операционной системы квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Устранение ошибок в компонентах операционной системы по данным; эксплуатации; Внесение изменений в компоненты операционной системы при; обнаружении ошибки операционной системы; Оформление результатов работ по модификации операционной системы; Сопровождение документации операционной системы; Консультирование по использованию операционной системы, ее установке,; параметризации, по диагностике сбоев операционной системы; на разработку операционной системы, для написания программного кода; Осуществлять консультации пользователей операционной системы; Обнаруживать ошибки операционной системы; Работать в используемой системе регистрации ошибок; системы, особенности программирования на этом языке, стандартные; библиотеки языка программирования; Методы поиска ошибок в операционных системах; Методы документирования работы операционной системы; Программные продукты, используемые для документирования работы; операционной системы; Порядок управления версиями в проекте по созданию операционной; системы; Механизмы мониторинга операционной системы; Специальная терминология в области системного программирования; Конструкции распределенного и параллельного программирования; Принципы организации, состав и схемы работы операционных систем; Принципы управления ресурсами; Принципы построения сетевого взаимодействия; Основы архитектуры, устройства и функционирования вычислительных; систем; Архитектура и принципы функционирования коммуникационного; оборудования; Устройство и принципы функционирования информационных систем; Стандарты информационного взаимодействия систем; Основы информационной безопасности; Английский язык на уровне чтения технической документации в области; информационных и компьютерных технологий; Локальные нормативные правовые акты, действующие в организации; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -"
file_127776.pdf,Системный программист,06.028,«Организация разработки системного программного,Трудовая функция,"Планирование разработки системного Уровень; Наименование Код D/01.7 7; программного обеспечения квалификации; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Проведение переговоров с заказчиком о целях, задачах, рамках, свойствах; проекта по разработке системного программного обеспечения; Обсуждение с техническими специалистами выполнимости проекта по; разработке системного программного обеспечения; Оценка сроков, ресурсоемкости, себестоимости проекта по разработке; системного программного обеспечения; Составление бюджета проекта по разработке системного программного; обеспечения; Заказ необходимых для выполнения проекта по разработке системного; программного обеспечения ресурсов; Подготовка документации по разработке системного программного; обеспечения; Составление плана-графика выполнения проекта по разработке системного; программного обеспечения; Описывать задачи проекта исходя из его целей и методов их достижения; Оценивать трудоемкость разработки программных средств; Составлять графики выполнения работ; Составлять бюджет проекта по разработке программных средств; Идентифицировать организационные и технические риски проектов; Особенности управления проектами по разработке программных средств; Стандарты системной и программной инженерии; Технологическая область, в которой идет разработка системного; программного обеспечения; Технологии, применяемые в конкретном проекте по разработке системного; программного обеспечения; Методы и средства оценки трудоемкости разработки программных средств; Методы и средства составления сетевых графиков выполнения работ; Порядок взаиморасчетов юридических и физических лиц по действующему; законодательству Российской Федерации; Законодательство Российской Федерации в сфере защиты авторских и; смежных прав; Трудовое законодательство Российской Федерации; Правила ведения деловой переписки; Правила ведения деловых переговоров; Основы делового этикета; Типичные риски в процессе разработки программ, методы их; идентификации и работы с ними; Методы верификации и валидации программных средств; Критерии качества программных средств; Методы контроля качества программных средств; Специальная терминология в области разработки системного программного; обеспечения; Принципы организации, состав и схемы работы операционных систем; Принципы построения сетевого взаимодействия; Основные методы разработки программного обеспечения; Основы архитектуры, устройства и функционирования вычислительных; систем; Архитектура и принципы функционирования коммуникационного; оборудования; Устройство и принципы функционирования информационных систем; Методики тестирования разрабатываемых информационных систем; Стандарты информационного взаимодействия систем; Основы информационной безопасности; Теория системного анализа; Локальные нормативные правовые акты, действующие в организации; Английский язык на уровне чтения технической документации и; разговорный технический в области информационных и компьютерных; технологий; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -; 3.4.2."
file_127776.pdf,Системный программист,06.028,«Организация разработки системного программного,Трудовая функция,"Формирование группы программистов; Уровень; Наименование для разработки системного Код D/02.7 7; квалификации; программного обеспечения; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Оценка необходимого состава и количества специалистов, участвующих в; проекте по разработке системного программного обеспечения; Описание имеющихся в проекте по разработке системного программного; обеспечения вакансий для специалистов; Проведение интервью со специалистами, претендующими на участие в; проекте по разработке системного программного обеспечения; Контролирование подготовки, согласование и подписание договоров со; специалистами; Выделение в проекте по разработке системного программного обеспечения; задач, перекладываемых на субподрядчиков; Выбор субподрядчиков и проведение с ними коммерческих переговоров; Контроль подготовки, согласования и подписания договоров с; субподрядчиками; Проводить интервью с разработчиками; Оценивать возможности кандидата для реализации поставленной задачи; Проводить коммерческие переговоры с субподрядчиками; Трудовое законодательство Российской Федерации; Текущее положение на рынке аутсорсинга разработки; Гражданское законодательство Российской Федерации; Законодательство Российской Федерации в сфере защиты авторских и; смежных прав; Принципы организации, состав и схемы работы операционных систем; Принципы построения сетевого взаимодействия; Основные методы разработки программного обеспечения; Основы архитектуры, устройства и функционирования вычислительных; систем; Архитектура и принципы функционирования коммуникационного; оборудования; Устройство и принципы функционирования информационных систем; Стандарты информационного взаимодействия систем; Программные средства и платформы инфраструктуры информационных; технологий организаций; Аппаратные средства и платформы инфраструктуры информационных; технологий организаций; Основы информационной безопасности; Локальные нормативные правовые акты, действующие в организации; Английский язык на уровне чтения технической документации и; разговорный технический в области информационных и компьютерных; технологий; Особые условия допуска к -; работе; Другие характеристики -; 3.4.3."
file_127776.pdf,Системный программист,06.028,«Организация разработки системного программного,Трудовая функция,"Организация работы программистов в; Уровень; Наименование группе по разработке системного Код D/03.7 7; квалификации; программного обеспечения; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Проработка постановки задачи с руководителем проекта и архитектором по; разработке системного программного обеспечения; Деление поставленной задачи на подзадачи и распределение их между; программистами; Определение способа интеграции разработанных компонентов системного; программного обеспечения в единое целое; Составление плана-графика решения задачи силами рабочей группы; Настройка системы контроля версий для решения поставленной задачи; Настройка системы регистрации ошибок при решении поставленной задачи; Составление задания для группы стандартов кодирования (в том числе; комментирования кода); Определение порядка проведения рабочих совещаний группы; Определение формы и регулярности текущей отчетности членов группы; Идентифицировать технические и организационные риски разработки; Оценивать возможный ущерб от реализации рисков, вырабатывать; контрмеры; Оценивать трудоемкость работы с учетом возможностей группы и рисков; Составлять сетевые графики проекта; Доводить до членов группы принимаемые управленческие решения; Доводить до членов группы принимаемые технические решения; Работать в используемой системе управления требованиями; Работать в используемой системе управления версиями; Методологии разработки программных средств; Основы управления проектами; Дисциплина управления требованиями; Системы управления версиями; Дисциплина управления конфигурациями; Механизмы мониторинга системы управления базами данных; Основы систем управления базами данных; Принципы организации, состав и схемы работы операционных систем; Принципы построения сетевого взаимодействия; Основные методы разработки программного обеспечения; Основы архитектуры, устройства и функционирования вычислительных; систем; Архитектура и принципы функционирования коммуникационного; оборудования; Устройство и принципы функционирования информационных систем; Стандарты информационного взаимодействия систем; Программные средства и платформы инфраструктуры информационных; технологий; Аппаратные средства и платформы инфраструктуры информационных; технологий; Основы информационной безопасности; Локальные нормативные правовые акты, действующие в организации; Английский язык на уровне чтения технической документации и; разговорный технический в области информационных и компьютерных; технологий; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -; 3.4.4."
file_127776.pdf,Системный программист,06.028,«Организация разработки системного программного,Трудовая функция,"Контроль деятельности рабочей группы; Уровень; Наименование программистов по разработке Код D/04.7 7; квалификации; системного программного обеспечения; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Проведение регулярных рабочих совещаний группы по разработке; системного программного обеспечения; Получение и изучение текущих отчетов членов группы по разработке; системного программного обеспечения; Контроль соблюдения членами группы сроков решения задач; Перераспределение задач между членами группы; Контроль соблюдения членами группы дисциплины управления версиями; разрабатываемого системного программного обеспечения; Контроль соблюдения членами группы заданных стандартов кодирования; Контроль разработки программной документации в соответствии с ЕСПД; Оценка соответствия получаемых результатов спецификации требований; Оценка соответствия получаемых результатов фактическим нуждам; заказчика; Оценка качества разрабатываемых программных средств; Контроль соблюдения плана-графика разработки компонентов системного; программного обеспечения; Управление требованиями, влияющими на разработку системного; программного обеспечения; Контроль обеспечения проекта по разработке системного программного; обеспечения необходимыми ресурсами; Управление рисками в проекте по разработке системного программного; обеспечения; Оценивать влияние рисков на сроки решения задачи и вырабатывать; контрмеры; Оценивать влияние рисков на качество результата и вырабатывать; контрмеры; Работать в используемой системе управления проектом; Работать в используемой системе управления версиями; Работать с сетевыми графиками проекта; идентификации и работы с ними; Методы верификации и валидации программных средств; Критерии качества программных средств; Методы контроля качества программных средств; Специальная терминология в области разработки системного программного; обеспечения; Принципы построения сетевого взаимодействия; Основные методы разработки программного обеспечения; Основы архитектуры, устройства и функционирования вычислительных; систем; Устройство и принципы функционирования информационных систем; Методики тестирования разрабатываемых информационных систем; Стандарты информационного взаимодействия систем; Основы информационной безопасности; Локальные нормативные правовые акты, действующие в организации; Английский язык на уровне чтения технической документации и; разговорный технический в области информационных и компьютерных; технологий; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -; 3.4.5."
file_127776.pdf,Системный программист,06.028,«Организация разработки системного программного,Трудовая функция,"Предоставление заказчику результатов; Уровень; Наименование разработки системного программного Код D/05.7 7; квалификации; обеспечения; Происхождение обобщенной Заимствовано из; Оригинал X 566; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Проведение после согласования с заказчиком испытаний и приемки; разработанного системного программного обеспечения; Передача заказчику исходного кода разработанного системного; программного обеспечения; Передача заказчику исполняемых файлов разработанного системного; программного обеспечения; Предоставление заказчику текущей отчетности о состоянии проекта по; разработке системного программного обеспечения; Согласование и передача заказчику технологической документации на; разработанное системное программное обеспечение; Согласование и передача заказчику эксплуатационной документации на; разработанное системное программное обеспечение; Разработка инструкции по работе с разработанным системным; программным обеспечением; Рецензировать техническую документацию; Организовывать в проекте процесс документирования программных; средств; Организовывать в проекте процесс поставки программных средств; заказчику; программных средств; Правила испытаний и приемки программных средств у заказчика; Стандарты на документацию разработки программных средств; Стандарты на эксплуатационную документацию программных средств; Взаимосвязь процесса документирования с основными процессами; жизненного цикла программных средств; Методы верификации и валидации программных средств; Критерии качества программных средств; Методы контроля качества программных средств; Основы систем управления базами данных; Принципы организации, состав и схемы работы операционных систем; Принципы построения сетевого взаимодействия; Основные методы разработки программного обеспечения; Основы архитектуры, устройства и функционирования вычислительных; систем; Устройство и принципы функционирования информационных систем; Стандарты информационного взаимодействия систем; Основы информационной безопасности; Современные подходы к автоматизации и стандарты автоматизации; организации; Правила ведения деловой переписки; Правила ведения деловых переговоров; Основы делового этикета; Локальные нормативные правовые акты, действующие в организации; Английский язык на уровне чтения технической документации и; разговорный технический в области информационных и компьютерных; технологий; Государственные стандарты ЕСПД; Особые условия допуска к -; работе; Другие характеристики -; IV. Сведения об организациях – разработчиках профессионального стандарта; 4.1. Ответственная организация-разработчик; Ассоциация предприятий компьютерных и информационных технологий , город Москва; Исполнительный директор Комлев Николай Васильевич; 4.2. Наименования организаций-разработчиков; 1 НО «Ассоциация производителей оборудования связи», город Москва; 2 ОАО НПП «Полигон», город Уфа, Республика Башкортостан; 3 ООО «Айсиэл Техно», город Казань, Республика Татарстан; 4 ООО НИИ «Полигон», город Уфа, Республика Башкортостан; 5 ООО Фирма «ТЕЛЕСОФТ», город Москва; 6 Союз «Агентство развития профессиональных сообществ и рабочих кадров “Молодые; профессионалы (Ворлдскиллс Россия)», город Москва; 7 ФГБОУ ВПО «Московский технический университет связи и информатики», город Москва; 8 ФГБУ «Всероссийский научно-исследовательский институт труда» Министерства труда и; социальной защиты Российской Федерации, город Москва"
file_57023.pdf,Архитектор программного обеспечения,06.003,«Управление архитектурой изолированной,Трудовая функция,Выявление и согласование требований; Уровень; Наименование к программной системе с точки зрения Код A/01.6 6; квалификации; архитектуры; Происхождение обобщенной Заимствовано из; Оригинал X 67; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Выявление несоответствий требований заказчика к программной системе с; точки зрения архитектуры; Описание требований к программной системе с точки зрения архитектуры; программной системы; Выявлять требования к архитектуре программной системы путем; проведения интервью с заинтересованными сторонами; Формулировать архитектурные требования к программной системе; Методы моделирования архитектуры программной системы; Методы проектирования архитектуры программной системы; Особые условия допуска к -; работе; Другие характеристики -; 3.1.2.
file_57023.pdf,Архитектор программного обеспечения,06.003,«Управление архитектурой изолированной,Трудовая функция,"Выбор и моделирование; Уровень; Наименование архитектурного решения для Код A/02.6 6; квалификации; реализации программной системы; Происхождение обобщенной Заимствовано из; Оригинал X 67; трудовой функции оригинала; Код Регистрационный номер; оригинал профессионального; а стандарта; Трудовые действия Выбор архитектурного решения с учетом особенностей программной; системы и архитектурных принципов организации; Определение архитектуры отдельных компонентов программной системы; Определение архитектуры бизнеса (взаимодействия пользователей с; программной системой); Определение перечня элементов архитектуры, которые должны быть; защищены от угроз безопасности информации, связанных с нарушением; конфиденциальности, целостности и доступности; Определение методов интеграции компонентов программной системы; Разработка архитектуры программного обеспечения программной системы; Разработка архитектуры данных программной системы; Моделирование архитектурного решения для изолированной программной; системы; реализации программной системы; Проектировать архитектуру бизнеса программных систем; Применять лучшие практики, шаблоны и стили архитектурного; проектирования; Проектировать архитектуру программного обеспечения программных; систем; Проектировать архитектуру данных программных систем; Описывать и оценивать перечень элементов архитектуры, которые должны; быть защищены от угроз безопасности информации, связанных с; нарушением конфиденциальности, целостности и доступности; Использовать инструменты моделирования архитектуры ПО для; изолированных программных систем; Протоколы взаимодействия программных систем; Нормативные правовые акты, организационно-распорядительные; документы и методические документы, определяющие требования к; безопасности программного обеспечения; Методика определения актуальных угроз безопасности персональных; данных при их обработке в информационных системах персональных; данных; Методы моделирования архитектуры программных систем; Особые условия допуска к -; работе; Другие характеристики -; 3.1.3."
